"id,""mitra id"",""Title"",""Location"",""Description"",""kriteria"",""gaji awal"",""gaji akhir"",""Level"",""Type"",""kategori"",""is aktif""";;;;;
"6,""4"",""Junior Graphic Designer"",""Gambir, Jakarta, Indonesia"",""Job DescriptionResponsible for the development and execution of marketing collaterals such as social media, promo campaign, branding, etc.Create appealing designs and maintain visual consistency that align with brand guidelines and project goals.Utilize graphic design and illustration skills to produce contents that effectively communicate key messages.Engage in brainstorming sessions and collaborate with the team to generate design ideas and provide design support.Able to manage multiple projects effectively and meet deadlines while still maintaining a high level of quality and attention to detail.Job RequirementFresh graduates are welcomeAssociate or Bachelor's degree in Design/DKV or a related field is preferred.Having an experience working in marketing & social media division is highly desirable.High level of proficiency in graphic design (Adobe Photoshop and Illustrator).Ability to work independently and collaboratively within tight deadlines.Strong communication, conceptual thinking, and design skills.Showcase of design portfolio.Can join ASAPShow more "","""","""","""",""Entry level"",""Full-time"","""",""1""";;;;;
"7,""4"",""Junior Brand Manager Oreo"",""Jakarta Metropolitan Area"",""Job DescriptionAre You Ready to Make It Happen at Mondelēz International?Join our Mission to Lead the Future of Snacking. Make It With Pride.Collaborating with cross-functional global and regional teams, you implement brand strategy that is aligned with our brand vision to drive sustainable growth and to deliver business objectives. You also support profit and loss management and future business development plans and objectives, including new product development and platform opportunitiesHow You Will ContributeYou will work with others to execute the brand strategy for designated brands, develop product and packaging initiatives, implement pricing strategies, and plan and execute integrated marketing communication and media plans. You will also provide recommendations for integrated commercial plans and provide input and support in the development and execution of marketing plans to ensure they meet revenue, profit targets, sharing objectives and monitoring performance. Based on your strong understanding of consumer insights, brand strategy and positioning, you ill help develop integrated marketing communications and 360 degree campaigns.What You Will BringA desire to drive your future and accelerate your career and the following experience and knowledge:Delivering resultsMarketing preferably in the fast-moving consumer goods sectorOur brands and business with a clear understanding of our consumersDelivering results autonomously and influencing stakeholdersAnalytical skills and a creative mindset—a balance of commercial and strategic acumenPresenting a story in an inspiring and convincing mannerProject management from design to completion with an action orientationNo Relocation support availableBusiness Unit SummaryMondelēz International in Southeast Asia is in five countries serving 19 markets with more than 18 nationalities and 7,500 employees. This group is emerging as one of the fastest growing regions in Asia, the Middle East and Africa, and we are proud of consistently producing high quality products in nine manufacturing sites. We are market leaders in key snacking categories, making and selling brands like Oreo and Tiger biscuits, Kinh Do mooncakes, Jacob’s crackers, Cadbury Dairy Milk chocolate, Tang powdered beverage, Halls candy and Eden cheese. We set the benchmark in being a responsible business and contributing to the communities in which we operate.Mondelēz International is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation or preference, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.Job TypeRegularBrand & Portfolio ManagementMarketingShow more "","""","""","""",""Mid-Senior level"",""Full-time"","""",""1""";;;;;
"8,""5"",""Graphic Designer"",""Jakarta, Jakarta, Indonesia"",""Summary of The Job:A graphic designer is responsible for creating visual outputs to communicate ideas that inspire, inform, or captivate stakeholders Have knowledge about creating dynamic and engaging visual content that combines graphic design with animation to convey messages, tell stories, produce compelling motion graphics across various platforms and mediums. They develop the overall layout, production, motion design for various applications and work closely with art director to understand needs and objectives, and they use their artistic and technical skills to bring their vision to life.Responsibilities:Develop and frame creative design concepts in line with creative briefsSpearhead any creative-related output within the companyTranslate ideas into effective designEffective and timely management of assigned projectsRequirements:Minimum 2 years of experienceA strong communicater and detail-oriented, collaborative team player.Willingness to learn.Motion skill will be a huge advantage.Show more "","""","""","""",""Entry level"",""Full-time"","""",""1""";;;;;
"9,""3"",""Social Media Graphic Designer"",""Denpasar, Bali, Indonesia"",""Mampu mengoperasikan Software: Adobe Illustrator, Adobe Photoshop, dan After EffectTerbiasa menggunakan Social Media (Instagram, Facebook dan Tik Tok)Mampu mendeliver sebuah brief menjadi satu visual yang menarikMampu membuat design Social Media sesuai dengan Brief yang diberikan (Instagram: Konten Feed, Konten Story, Cover Thumbnail).Memahami basic photography, photo editing dan juga digital imaging."","""","""","""","""","""","""",""1""";;;;;
"10,""2"",""Jr Multimedia Designer"",""Gambir, Jakarta, Indonesia"",""Job DescriptionResponsible for the creative development and execution of our client pitches.Create appealing designs and maintain visual consistency that aligns with brand guidelines and project goals.Utilize graphic design and illustration skills to produce contents that effectively communicate key messages.Engage in brainstorming sessions and collaborate with the team to generate design ideas and provide design support.Able to manage multiple projects effectively and meet deadlines while maintaining high quality and attention to detail.Job RequirementsFresh graduates are welcomeAssociate or Bachelor's degree in Design/DKV or a related field is preferred.Having experience working in the advertising industry is highly desirable.High level of proficiency in graphic design, motion, and video editing software (Adobe Photoshop, After Effects, and Illustrator).Having an experience in 3D Design is a plus.Ability to work independently and collaboratively within tight deadlines.Strong communication, conceptual thinking, and design skills.Showcase of design portfolio or showreel.Show more "","""","""","""",""Entry level"",""Full-time"","""",""1""";;;;;
"11,""2"",""Designer"",""Karimun Regency, Riau Islands, Indonesia"",""MISSION:Perform 2D drafting tasks and simple 3D modeling tasks assigned by the project within schedule and with due respect to Quality requirements related with design, verification, testing or study activitiesInterface with other Draftsmen and reports on a continuous basis to Offshore Structural Project Specialist Lead, Engineers and DesignersTASK:Verify at any time that the input information used for the work assigned are keeping up with the project development and warn the Designers, Engineers or Structural Project Specialist Lead on any detected anomalyCarry out simple 3D modeling tasks with Tekla (or other similar 3D CAD tools, as requested)Carry out design drawings for installation sequences, operation equipment utilization and vessels general layoutPrepare bill of materials or materials take off for requisitionsEnsure the quality of documents he produces by a permanent and adequate self-checkSign the documents producedInform all people concerned by the modifications resulting from the documents producedEnsure, when required, the verification of documents produced by another Draftsman of the teamUpdate the documents produced after comments issued by other disciplines (inter-discipline checks) or external stakeholders on the project (Clients, Yards, Third parties review, etc.)Apply, during the work assigned, the relevant provisions of the Quality Control ProcedureWe regret that only shortlisted candidates will be notified. Please submit your resume before 6-June-24“Saipem and its subsidiaries recruit their #humanresources through specific procedures, selecting and #hiringcandidates, adopting criteria of merit, ability and professionalism in all #recruitment decisions and will never request payment of any kind. If you want to search #jobopportunities in Saipem. Please refer to the “careers” area of the Saipem website of the official Saipem LinkedIn page and be careful about any other kind of unofficial requests.”Show more "","""","""","""",""Mid-Senior level"",""Full-time"","""",""1""";;;;;
"12,""3"",""Graphic Designer, Indonesia"",""Jakarta Metropolitan Area"",""About UsFounded in 1999 and listed on NASDAQ in 2003 and HKEX in 2021, Trip.com Group is a leading global travel service provider comprising of Trip.com, Ctrip, Skyscanner, and Qunar.Across its platforms, Trip.com Group integrates travel resources from industry partners and helps travellers worldwide pursue the perfect trip with exceptional travel products and services.We have more than 30,000 employees scattered across 30 countries in Asia, Europe, the Americas, and Oceania, striving to expand our global markets and aiming to be the world’s leading and most trusted family of online travel brands that aspire to deliver the perfect trip at the best price for every traveller.In this Role, you’ll get to* Study design briefs and determine requirements* Ensure final graphics and layouts are visually appealing and aligning with brand identity/guideline* Conceptualize visuals based on requirements* Prepare artworks and present ideas* Develop illustrations and other designs using graphic software* Use the appropriate colors and layouts for each graphic* Work with team member to produce final design* Test graphics across various media* Amend and adapt design to various sizes after feedback.What you'll Need to Succeed* Bachelor’s degree or Diploma or equivalent experience in graphic design, fine arts, and multi-media content production or related fields.* At least two years of creative commercial design experience.* A passion for design in all forms with a keen eye for aesthetics and details";" a solid portfolio of illustrations or other graphic designs.* Familiarity with design software and technologies (ex.Illustrator, Photoshop, After Effects, Premier Pro etc.)* Detailed-oriented, adaptable to changes, able to work in a fast-paced environment and manage multiple projects simultaneously.Why Trip.com GroupWe offer a stage to unleash your full potential and drive global impact. As an international team, we embrace an open and inclusive culture that supports and respect team members in and out of the workplace. Everyone is on a trip, whether it's a career trip or a life trip. At Trip.com Group, you can define your own trip by setting a goal and celebrate your success by recognizing the progress you have made.What’s more?* Our rapid business growth in global offers abundant career opportunities at various levels and in multiple functions* Internal transfer is encouraged, and global job rotation program enable you to pursue a global career path and make global impact* We provide learning opportunities to further your career in areas of leadership capability, soft skill and professional expertise.* Have fun with company-sponsored greetings and activities at holidays, birthdays, and colorful team events.Show more "","""","""","""",""Associate"",""Full-time"","""",""1""";;;;
"13,""3"",""Visual Designer"",""Jakarta, Jakarta, Indonesia"",""Create and design various materials for print and digital collateralEnsure projects are completed with high quality and on scheduleEstablish creative direction for the company as well as brand guidelinesPrioritize and manage multiple projects within design specifications and budget restrictionsPerform retouching and manipulation of imagesWork with a wide range of media and use graphic design softwareMinimum QualificationsBachelor's degree in graphic arts, design, communications, or related field3-5 years of experience in graphic designKnowledge of layouts, graphic fundamentals, typography, print, and the webFamiliarity with HTML and CSS preferredKnowledge of Adobe PhotoShop, Illustrator, Sketch, InDesign, and other graphic design softwareCompelling portfolio of work over a wide range of creative projectsStrong analytical skillsExcellent eye for detailShow more "","""","""","""",""Entry level"",""Contract"","""",""1""";;;;;
"14,""5"",""Graphic Designer"",""Jakarta, Jakarta, Indonesia"",""ResponsibilitiesGraphic Design Collaborating with creative team/cross-function to transform concepts into compelling visuals for digital and print platforms including but not limited to graphics, images, videos, infographics, and animationsContent Ideation: Collaborate with the branding team to brainstorm and develop creative content ideas that align with our brand identity and marketing goalsVisual Consistency: Maintain consistency in design elements across various platforms and projects. Adhere to brand guidelines and standardsStay Updated: Keep abreast of industry trends, design tools, and emerging technologies. Attend workshops, conferences, or training sessions to enhance skillsVideo Editing: Basic video editing for short clips, GIFs, and promotional videos for any kind of size depending on its platformsAdaptability: Be open to feedback and iterate on designs to optimize any kind of branding design outputStay Current: Stay updated on industry trends, design tools, and technologies. Adapt to changes in project requirementsCollaboration: Work closely with the marketing team and cross-functional team to develop collateral design assets or branding design materialsRequirementsEducation: A degree or diploma in graphic design, visual arts, or a related field is preferred. Understanding of typography principles and the ability to choose and manipulate fonts effectively. Knowledge of color theory and the ability to create visually appealing color schemes that align with the brandPortfolio: A strong portfolio showcasing a variety of design projects, with an emphasis on branding and collateral materialsSoftware Proficiency: Proficiency in graphic design software such as Adobe Creative Suite (Photoshop, Illustrator, InDesign) and knowledge of video editing software (e.g., Adobe Premiere Pro or Final Cut Pro)Creativity: A creative mindset with the ability to translate ideas into visually appealing designsAttention to Detail: Meticulous attention to detail to ensure the accuracy and quality of design assetsCommunication: Strong communication skills to collaborate effectively with team members and interpret design briefsTime Management: Ability to manage multiple projects and meet deadlines in a fast-paced environmentAdaptability: Willingness to learn and adapt to new design trends and technologiesPassion for Design: A genuine passion for graphic design and a desire to grow in the fieldContinuous Learning: A commitment to staying updated on design trends, tools, and techniques through continuous learning and professional developmentExperienced in using AI (Artificial Intelligence) technologyShow more "","""","""","""",""Not Applicable"",""Full-time"","""",""1""";;;;;
"15,""4"",""Graphic Designer"",""Jakarta, Indonesia"",""Job DescriptionCollaborate closely with the Brand Operation Coordinator to conceive content ideas and create impactful designs aligned with key visual content, objective content, and predetermined briefs.Develop design content to support campaign and product needsDetermine visual design components for campaigns (such as masthead, KV, color mood board), and guide the selection of model photos for Jr. Graphic Designers to follow up.Monitoring and providing performance evaluations for Jr. Graphic Designers are essential aspects of the position, ensuring a high standard of design output.Be responsible for reporting, evaluating, and providing feedback for each work system and design within the team.RequirementsBachelor's degree in any major, with a specific advantage for candidates holding an S1 degree in Visual Communication Design.A minimum of 3 years of experience in the relevant field.Prior experience in an agency is highly preferred.Proficient in operating motion graphics.Must be domiciled in Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi).Show more "","""","""","""",""Associate"",""Contract"","""",""1""";;;;;
"16,""1"",""Graphic Designer"",""Jakarta Metropolitan Area"",""With over 2,400 outlets in 23 countries, Minor Food is one of the largest quick-service and casual dining restaurant chains in the Asia-Pacific region. We dedicate ourselves to diversifying and strengthening our portfolio of brands to increase our company's global presence. With a commitment to delivering customers unexceptional experiences with a 100% satisfaction rate and maximizing stakeholder values, we want to become a global leader in food service and restaurant operations.Minor Food is seeking a passionate and motivated individual to join our team in Indonesia who is eager to contribute to the growth of our business as a leading global F&B player.Job Purpose:The role Graphic Designer is responsible to drive the development of creative concepts and produce diverse digital graphic materials to support key digital brand & marketing initiatives, enhance the customer experience, and achieve overall communication goals of the company.Main Responsibilities:Develop creative concepts to support key digital marketing initiatives.Produce digital graphic materials, including but not limited to banner ads, Facebook ads, email templates, SMS visuals, Line visuals, and micro sites related to specific campaigns.Produce digital graphic materials to enhance the in-site experience on our stores/outlets, PC site, mobile site, and app, including but not limited to hero banner ads and various banner ads to communicate in-site promotions.Work closely with the Brand & Marketing Manager – Commercial Brand Manager and the Business Development Team to understand their marketing objectives, ensuring the production of graphic materials that effectively achieve overall communication goals.Understand the marketing calendar to enable the designer to prepare in advance for key deliverables.Maintains strong, professional relationship with relevant business partners.Ensure high standards of personal presentation and grooming.Carry out any other reasonable duties and responsibilities as assigned.Job profile, skills, and expectations:Bachelor’s degree in graphic design or a related field.At least 2 years of experience in graphic design.Strong creative skills and a proven track record in producing advertisements, corporate images, and promotional materials.Ability to manage projects within time and budget schedules.Proficient in Photoshop, Illustrator, and 3D.Able to work under pressure.Computer literacy: proficiency in MAC is preferable.Self-motivated, punctual and reliable.Attention to details.Show more "","""","""","""",""Entry level"",""Full-time"","""",""1""";;;;;
"17,""1"",""Graphic Design"",""Indonesia"",""We are on the lookout for a Graphic Designer with a flair for social media, someone who can transform ideas into visually striking designs. In this role, you'll be the creative force behind social media posts, YouTube thumbnails, Instagram graphics, and TikTok visuals. Your designs will not just be seen—they'll spark engagement, conversation, and brand recognition. If you have an eye for detail and a heart for trends, this is where you make your mark, creating graphics that resonate with viewers and elevate our brand across various digital platforms.What You’ll Be DoingDesigning Social Media Graphics: Craft visually appealing and impactful graphics for social media platforms like Instagram and TikTok.Creating Compelling YouTube Thumbnails: Develop eye-catching thumbnails that boost click-through rates and viewer engagement for our YouTube channel.Understanding Brand Aesthetics: Align your designs with our brand identity, ensuring consistency and appeal across all platforms.Engaging Audience through Visuals: Produce graphics that not only look great but also connect with our audience, encouraging likes, shares, and comments.Trend Analysis and Implementation: Stay ahead of design trends, incorporating fresh and innovative ideas into your work to keep our content relevant.Collaborative Projects: Work alongside our marketing and content teams to brainstorm and execute visually captivating campaigns.RequirementsA Visual Storyteller: You have a talent for conveying messages and emotions through your designs, creating graphics that tell a story and resonate with viewers.Brand-Conscious: You understand the importance of brand identity and are skilled at creating designs that align seamlessly with brand guidelines and aesthetics.Social Media Savvy: You’re well-versed in the nuances of different social media platforms and know how to optimize visuals for each one.Trend-Focused: You’re always up-to-date with the latest graphic design trends and know how to apply them effectively to keep our content fresh and engaging.Collaborative and Open-Minded: You thrive in a team environment, open to feedback and collaboration, ensuring the best visual outcomes for our projects.Adaptive and Innovative: You adapt your design approach to suit various platforms and audiences, constantly pushing the boundaries of creativity to keep our brand at the forefront of digital media.Show more "","""","""","""",""Entry level"",""Full-time"","""",""1""";;;;;
"18,""3"",""Multimedia Designer"",""Gambir, Jakarta, Indonesia"",""Job DescriptionResponsible for the creative development and execution of our client pitches.Create appealing designs and maintain visual consistency that aligns with brand guidelines and project goals.Utilize graphic design and illustration skills to produce contents that effectively communicate key messages.Engage in brainstorming sessions and collaborate with the team to generate design ideas and provide design support.Able to manage multiple projects effectively and meet deadlines while maintaining high quality and attention to detail.Job RequirementsA minimum of 3-5 years of professional experience in design or a similar position.Associate or Bachelor's degree in Design/DKV or a related field is preferred.Having experience working in the advertising industry is highly desirable.High level of proficiency in graphic design, motion, and video editing software (Adobe Photoshop, After Effects, and Illustrator).Having an experience in 3D Design is a plus.Ability to work independently and collaboratively within tight deadlines.Strong communication, conceptual thinking, and design skills.Showcase of design portfolio or showreel.Show more "","""","""","""",""Mid-Senior level"",""Full-time"","""",""1""";;;;;
"19,""3"",""Design Manager (Interior) - Jabodetabek"",""Jakarta, Indonesia"",""Perform Quality Checking of designers’ design result (includes technical drawing) to ensure clients’ goals and needs are met in a timely mannerMonitor designers’ performance and progress (includes the design timeline) to ensure quality and timeliness are metManage designers’ projects working schedule and adjust when necessaryAchieve monthly and annual sales target of custom interior product selling.Establish and maintain good business relationships with existing and potential clients (including client’s pipeline) to nurture future businesses.Build, lead and train a team of designers (Dekoruma Designer Program) in an efficient and capable manner, including setting team goals and objectives.Monitor project progress and solve the issues along with related departments to minimize product/design absorption";" also work together with DDP to communicate it to clients.Manage pricing, billing, and collections to clients following signed agreement.Show more "","""","""","""",""Mid-Senior level"",""Full-time"","""",""1""";;;;
"20,""2"",""Graphic Designer"",""Greater Medan"",""Membuat konsep teks visual dan citra dengan bantuan perangkat lunak komputerKomunikasikan ide-ide yang menginspirasi dan memikat konsumenKembangkan desain produksi dan tata letak keseluruhan untuk iklan, majalah, spanduk, produk, brosur, dan banyak lagi.Rancang grafis untuk memenuhi kebutuhan promosi dan komersial tertentu seperti logo, kemasan, tampilan, atau gambar untuk produk digital dan cetakBerkolaborasi dengan copywriter untuk desain dan pembuatan teksBuat infografis yang membuat ide-ide kompleks lebih mudah diaksesUji grafis di berbagai mediaMengubah desain berdasarkan masukan dari pemangku kepentingan dan klienMengilustrasikan konsep dengan merancang contoh susunan seni, ukuran, ukuran jenis dan gaya dan menyerahkannya untuk disetujui.Mempersiapkan karya seni jadi dengan mengoperasikan peralatan dan perangkat lunak yang diperlukan.Berkoordinasi dengan lembaga luar, layanan seni, desainer web, pemasaran, percetakan, dan kolega jika diperlukan.Berkontribusi pada upaya tim dengan menyelesaikan tugas sesuai kebutuhan.Membuat berbagai macam grafis dan layout untuk ilustrasi produk, logo perusahaan, dan layout web/aplikasi.Tingkatkan keterampilan untuk selalu mengikuti perkembangan alat dan teknologi terbaruMinimum QualificationsMemiliki kemampuan design grafis (banner,social media post, mockup design)Pengalaman menggunakan Figma, Adobe IllustratorBisa motion graphics ( Nilai Tambah)Pengalaman Minimal 1 TahunMampu bekerja dengan timMinimum Pendidikan D3Show more "","""","""","""",""Entry level"",""Full-time"","""",""1""";;;;;
"21,""5"",""Visual Merchandising Executive - Indonesia"",""Jakarta, Indonesia"",""THE CONTEXT _________Since 1947, the men and women of Parfums Christian Dior have embodied the founding """"couturier-perfumer's"""" unique spirit of excellence, creativity and expertise, both in France and throughout the world. Our House is an open and highly-focused collective, a leader that thrives on the creativity of all its stakeholders. Our collective passion and our heritage, full of authenticity and dream, make us move forward and reinvent ourselves.By revolutionizing the codes of French style and luxury through perfumes, and combining tradition with daring makeup and innovative skincare, we are reinventing every day the Dior style and its compelling, joyful and absolute beauty. Our stimulating missions give our employees the opportunity to develop new skills, overcome spectacular challenges and reveal their talent.To go further, with Dior.WHAT CAN WE OFFER ? _________A challenging role in a fast moving, ambitious environment, with daily learning opportunities and passionate team members.Beyond this role, your development is a pillar of our ambition. Parfums Christian Dior, as part of LVMH, offers a Career perspective with a worldwide presence and continuous growth within 75 distinguished Houses.YOUR IMPACT _________The VM Executive will support Visual Merchandising Manager in handling various aspects of Visual Merchandising with focus on new Sephora store openings, Sephora event installation/launchpad and Dior Beauty Workshop. To also support HPP and New Store Openings when required. This position will need to have a well-developed understanding of the brand visual presentation standards and be able to support both the administrative and creative needs of the business.Understand merchandising guidelines and ensure all stores are always in compliance: visuals & videos, display elements, testers, and other merchandising elements.Understand marketing calendars and ensure all new launches or initiatives for the period follow merchandising guidelines.Collaboration with Cross-Functional Teams (Marketing, Retail, and Training) of Dior Indonesia. Demonstrating a strong working relationship with internal teams, store management, and external partners.YOUR MISSION _________ANIMATION & PRODUCT LAUNCHESAlign the brand direction for each launch with the regional vision to ensure relevant visual merchandising outcomes that supports the marketing strategy.Participate in POSM assets forecast and order related with new launches/assortment update.Manage the ordering, allocation and coordination of all elements and materials for Sephora. This includes working with suppliers and contractors to ensure deliverables meet set deadlines.Ensure all physical aspects of all Dior fixtures at Sephora stores are working and in good condition. Example: no busted lights, drawers & cabinets are working, no frayed wires, etc.Consolidate launch reports and provide monthly store pictures to ensure VM guidelines are followed across all Sephora channels.Optimize all POSM assets (Capex & non capex) in store together with Retail team, to maximize the right retail excellence & customer experience in all offline channels that fit with brand standard, maintain display consistency including tester management across Sephora stores.Preparation of visuals for various formats utilizing brand guidelines";" managing external parties and ensuring visuals are installed on planned launch date.Oversee vendors in-market, including sourcing, onboarding, procurement process (when applicable) and invoice management. Responsible for follow up on PO, PR and invoice.Fully responsible to oversee QC of all VM contractor/vendor, ensuring 100% as per brand quality standard with accurate on time implementation (all related with POSM in store and outside store).Manage local production to fulfill store needs where necessary and identify cost-effective solutions without compromising quality.OPENINGSTo create and plan the visual merchandising aspects of a new Sephora store by preparing the planogram, category organization and visual elements of the store.Responsible in sourcing and ordering of visual merchandising elements, manage the production processes, timeline, and quality.Align store’s needs with regional direction in the presentation of products and visuals.FORECASTING, INVENTORY MANAGEMENT & BUDGETTo submit forecasting of launch POSM and testers for Indonesia market based on marketing priorities and budget.Monitor inventory levels of visual merchandising materials and coordinate replenishment as needed.Collaborate with the Retail team to manage stock levels of products featured in displays.To manage long-term planning for planograms based on the product assortment plan to identify POSM needs, allocation and management for ID market.To consolidate and submit forecasting of generic and permanent POSM based on above, while validating warehouse stock levels to ensure accurate forecast.To work closely with Office Executive to prepare and follow up required documents from suppliers for all VM purchase orders.Track status of orders and ensure timely delivery of POSMs to each store.Work with logistics team to align allocation plans for markets and ensure healthy POSM stock levels.Participate in managing and tracking VM cost spending with every launch to align with F24, F26 and F27 budget.TRAINING & COMMUNICATIONResponsible to be main point of contact for Sephora and liaise with the related Departments on VM elements, storage, VM executions etc. Also responsible for its maintenance when required.Responsible for all Sephora related communication and collateral, including but not limited to visual plan, planogram, event/installation design brief, monthly updates, brand guideline and best practice reference.Conduct regular Sephora store visits and to provide visit report each time (display condition, tester upkeep, etc.), ensuring Visual Merchandising standards are maintained in accordance with guidelines and proper execution are done throughout all stores.QualificationsWHO YOU ARE _________Bachelor holder of Design or Art (preferred course is Industrial Design) or equivalent qualification.Minimum of 3 years related work experience. Exposure gained in visual merchandising and store operations in the luxury retail or beauty industry will be advantageous.Strong organizational, management skills with the ability to multi-task.Well-developed written and verbal communication skills.Ability to work independently with strong initiative on many different types of projects simultaneously with aggressive timelines.Proficient in Photoshop, Illustrator, SketchUp and Microsoft Applications.Formal training in any of these: graphic design, or industrial design, or exhibition design, or interior design.Show more "","""","""","""",""Executive"",""Full-time"","""",""1""";;;;
"22,""5"",""Senior Social Media Specialist"",""Jakarta, Indonesia"",""Job description:Implement content pillars and content planning to align with the business goals of each brand, experiment regularly to find the best strategy,Work with content creators (external/internal) to plan, create, and publish engaging content.Work with freelancers to handle each brand’s social media directly for day-to-day operationalGenerate social media performance reports on a weekly, monthly, and quarterly basisResearch, identify, and analyze gaming and pop culture trends, target audience characteristics, behavior, and social media habitsContinuously improve by capturing and analyzing the appropriate social data/metrics, insights, and best practicesStay in the loop and on top of the latest standards, changes, technologies, and trends in the social media field.Requirement:Degree from reputable universityPrior experience in consumer-facing products, preferably from e-commerce, tech, gaming industryGood creative sensing and cross-functional teamwork (marketing design, brand and creative team)Show more "","""","""","""",""Mid-Senior level"",""Full-time"","""",""1""";;;;;
"23,""4"",""GRAPHIC DESIGNER"",""Gianyar, Bali, Indonesia"",""Company Description: Soulshine Sound + Wellness Resort is a boutique hotel and restaurant offering luxury retreats in Bali. Job Description:GRAPHIC DESIGNERShow more "","""","""","""",""Entry level"",""Full-time"","""",""1""";;;;;
"24,""4"",""Digital Graphic Designer"",""Indonesia"",""Right Customer is seeking an experienced Digital Designer passionate about creating high-impact, visually appealing designs that capture attention and drive conversions on paid advertising. In this role, you will join a dedicated global team in producing top-quality visual assets for some of the most recognizable brands in the self-development space. The ideal candidate must have experience creating graphics and visual assets for paid advertising campaigns, handle fast turnarounds on projects, and excel under tight deadlines.Roles & ResponsibilitiesDesign high-converting static assets that align with the client's target audience and campaign objectives.Oversee the complete design process, from initial concept development to the final delivery, ensuring quality and consistency.Leverage Photoshop for basic photo manipulation, cropping people/assets from backgrounds, and retouching.Collaborate with copywriters, media buyers, and strategists to integrate text and visuals seamlessly, enhancing the overall impact of the ads.Use data-driven insights to refine designs and optimize their performance across all advertising channels.Prepare and export design assets tailored for various platforms, including banner display ads, social media ads, and YouTube thumbnails.Maintain organized source files for easy access and collaboration within the team.Provide design support for other marketing initiatives as needed.RequirementsUp-to-date portfolio demonstrating past work experience creating static assets for paid advertising.Minimum of 3 years in graphic design, with a focus on creating digital advertising materials.Expertise in using Adobe Creative Suite.Understanding of fundamental design principles such as typography, layout design, and color theory.Proven track record in direct response design, creating graphics that capture attention and drive conversions.Excellent English communication—both written and verbal.Ability to manage quick project turnarounds and thrive under stringent deadlines.Ability to work collaboratively within a team and take constructive feedback.The Ideal Candidate...Exhibits meticulous attention to detail in all design work.Demonstrates a results-oriented mindset, consistently striving for high conversion rates.Possesses a strategic and innovative thought process, always seeking fresh design solutions.Shows a natural curiosity and willingness to experiment with new design styles.Utilizes data-driven insights to inform design decisions and optimize performance.A Team Player.If this sounds like you, we'd love to hear from you! Please fill out the application and our team will be in touch.Show more "","""","""","""",""Entry level"",""Full-time"","""",""1""";;;;;
