"ID,""Date"",""Title"",""Location"",""Description""";;;;;;;
"5,1,""Admin Internship"",""Jakarta, Indonesia"",""Support IP Team for administration task, such as Filing & Recording tender approval and contract and Update data & Improve filing system in IP shared folderRequirement:Final grade studentAttention to detailFamiliar in using Microsoft Excel & Microsoft Word for daily tasksGood communication skillWilling to do full-time internship in working days (Monday – Friday)Show more """;;;;;;;
"6,1,""Solutions Architect"",""Jakarta, Indonesia"",""Requirements :Bachelor's degree in Computer Science, Engineering, or Mathematics4+ years' of relevant experienceAble to understand banking business processes/business flowsAble to analyze business flow into a series of IT-based solutionsHave knowledge/experience implementing solutions based on SOA, API, Event Streaming, Microservice, File transformationHave knowledge regarding data bases, caching solutions and replicationHave sufficient knowledge regarding security processesAdvanced knowledge of leading architecture solutions in the industry areaStrong interpersonal and collaboration skillsAbility to demonstrate technical concepts to non-technical audiencesShow more """;;;;;;;
"7,1,""Early Career Program, Marketing Associate Jakarta"",""Jakarta, Jakarta, Indonesia"",""Spotify is looking for a team member to join the Indonesia Marketing team under the Early Career Program. Spotify's Early Career Programs are crafted to impact the careers of emerging and underrepresented talent by encouraging career affirming opportunities and incubating programs.This is a team tasked with driving brand and category growth, and we’re looking for someone who can conceive, implement and analyze initiatives to drive business growth in Indonesia.The right person for this role is a driven, collaborative and organized operator who is able to interpret consumer trends, audience and media insights and translate these into relevant and impactful marketing campaigns.This role will work closely with a Marketing and Market Strategy Operations Lead in Indonesia and all sub-functions within Marketing based in Jakarta and Singapore and is a 24 months program (2 year contract).What You'll DoDrive marketing programs across the verticals of product, partnerships and content marketing to strengthen consideration and brand loveWorking with our agency partners to plan and execute exciting and impactful social content to drive talkability among youth audienceAbility to collaborate with cross functional teams to drive key business initiativesCampaign management from planning to driving, optimizing, monitoring, reporting and analysis of media and business reports will be key to your roleBe on top of the consumer and media trends, especially for youth culturesMine consumer insights to unlock category and business growthProduce campaign retrospectives to provide counsel on future initiatives and help demonstrate return on investmentWho You AreGraduate / Post-Graduate with at least 1-2 years of experience in a consumer facing marketing roleA self-starter with a hunger to learn and growPassionate about music, podcast, digital media and entertainment.You are collaborative with a growth mindset, exhibit curiosity and are always looking for opportunities to improve the way we workCustomer focused and data literate. You have the ability to challenge market, competitor and customer data and present recommendationsOrganized and has the ability to lead multiple projects seamlesslyYou are innovative as well as have an analytical approach. You are a confident communicator and has the ability to collaborate which helps you to work cross-functionally and optimallyYou can work efficiently in an unstructured environment and do well in fast paced, dynamic environments where critical thinking and creativity are important to achieve successWhere You'll BeYou will be based in our Jakarta, Indonesia officeSpotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the chance to enjoy and be passionate about these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service.Show more """;;;;;;;
"8,1,""Digital Advertising Junior Analyst"",""Jakarta, Indonesia"",""Requirements :Pendidikan Min. S1 semua Jurusan (diutamakan Manajemen / Marketing / Teknik Informatika / Matematika.Pengalaman 2 thn di bidang data & marketing analytics / digital marketingPemahaman bekerja dengan database seperti SQL, postgreSQL, SQL Server, mySQL, dan Python.MemilikI Pengalaman bekerja sama dengan vendor, KoL, Brand PartnersMemiliki pengetahuan di bidang Digital Marketing & Media.Aktif menggunakan media sosialJob Description :Bertanggung jawab dalam berkoordinasi dengan tim lain untuk membentuk strategi dalam membangun dan struktur dataBertanggung jawab dalam merancang dan mengembangkan data termasuk menentukan pemetaan sumber pada target, aturan bisnis, dan transformasi data lain yang diperlukan.Bertanggung jawab dalam mengembangkan dashboard dan laporan menggunakan alat pelaporan BI seperti Tableau, Metabase, dan Aplikasi In-House.Menganalisis data yang kompleks menjadi sebuah informasi yang dapat digunakan untuk pengambilan keputusan dengan pihak yang berkepentinganMelakukan analisis pasar digital marketing and advertising khususnya di sektor perbankan dan finansialMengembangkan dashboard dan laporan menggunakan alat pelaporan BI seperti Tableau, Metabase.Show more """;;;;;;;
"9,1,""Learning &amp";" Development Specialist"",""Jakarta Metropolitan Area"",""Role DescriptionResponsible for creating compelling learning activities and course content, working with subject matter experts to identify training needs, applying instructional design theories and methods, and utilizing multimedia tools to enhance the learning processMinimum QualificationsBachelor's degree in any MajorHave experience in the creation & development of learning modulsAttention to detail and ability to work with data and informationAbility to work collaboratively in a team and independentlyExcellent written and verbal communication skillsExperience in the logistics or transportation industry is a plusAdaptive & creativeHaving knowledge of instructional design principles and learning theoriesGood understanding of visual communication and multimedia designShow more """;;;;;;
"10,1,""Security Monitoring & Detection"",""Jakarta, Indonesia"",""a. Memiliki background di bidang IT Minimal 5 tahun dengan pengalaman sebagai security analyst 3 tahun terakhirb. Memiliki sertifikası dalam bidang security operation / security analyst dan/atau Product TI yang terkait dengan pengamanan TI atau lebih tinggic. Memiliki pengamanan mengoperasikan tools security seperti tools monitoringd. Memiliki kemampuan menganalisis sejumlah besar data teknis dan problem solving yang kuate. Memiliki pemahaman yang baik dalam digital forensic readinessf. Pernah mengikuti training mengenai SOC dan incident management and responseg. Mampu bekerja sama dibawah tekanan dan memiliki interpersonal yang baikShow more """;;;;;;;
"11,1,""SHE Internship"",""West Karawang, West Java, Indonesia"",""ResponsibilitiesDigitalization data SHE (Dasbord, MOM, Work permit, Form SHE, dll)Design GraphicWeb Development (jika pendaftar dari Jurusan IT)Development Modul Traning SHE dan CampaignOprational SHE & Safety CultureRequirementsMahasiswa Jurusan Tekni Lingkungan, Teknik Industri, Teknik Informatika atau Jurusan Teknik lainnyaMahasiswa dengan minimal semester 6Bersedia di tempatkan di CikampekShow more """;;;;;;;
"12,1,""FINANCE & ACCOUNTING STAFF"",""Jakarta Metropolitan Area"",""Job ResponsibilitiesSupport on Reviewing the feasibility of collected invoice data to ensure all invoices have complete and accurate data.Support the preparation of financial reports, both periodic and non-periodic for the delivery of financial information to management and related partiesPrepare data and check the completeness and validity of cash/bank disbursement evidence needed for company financial payment activities.Manage payment activities, distribution of funds with accurate data and according to the Cash Flow Plan through cooperation with the Bank in a timely manner in order to support the smooth operation of operations and projects in the company.Manage Cash Management (Time Deposit, Current Account, etc) optimally to ensure fund activity is controlled and as it should be.Carry out daily reports and cash flow reports biweekly as material for the preparation of company financial reports.Ensure that payment vouchers are made according to the deadline for the AP aging schedule so that the company's financial related obligations can be carried out in accordance with the specified time.Job RequirementsMinimum Bachelor Degree (S1) in Accounting or equivalentFresh Graduate are welcome to applyHave at least 1 year of experience as Accounting/Finance StaffUnderstand the work process in the Finance & Accounting department along with an understanding of related regulationsUnderstand Account Receivable Management, Account Payable Management, Accounting Control, etcShow more """;;;;;;;
"13,1,""Information Technology Auditor"",""Jakarta, Indonesia"",""Job Description :Melaksanakan aktivitas IT Audit sesuai dengan rencana audit maupun penugasan secara ad hoc.Memeriksa serta mengevaluasi penerapan kontrol IT, efektivitas operasional maupun eksposur risiko IT.Menganalisis, membuat laporan, serta mengusulkan rekomendasi perbaikan terhadap temuan audit.Memantau serta menganalisa tindak lanjut hasil audit beserta dokumen pendukung untuk memastikan rekomendasi telah ditindaklanjuti oleh auditee.Melakukan risk assessment terhadap IT Audit Universe sebagai salah satu bahan penyusunan rencana audit.Qualification :Minimal S1Memiliki pengalaman sebagai IT auditor minimal 3 tahun, pengalaman di industri perbankan lebih diutamakan.Memiliki pemahaman terkait IT risk-based Audit (IT General Control & IT Application Control) serta konsep Manajemen Risiko.Memiliki pemahaman terkait proses pengembangan system baik menggunakan metode SDLC (System Development Life Cycle) maupun Agile.Memilki pemahaman terkait Project Management beserta referensi best practice (PMBOK).Memiliki kemampuan analisa data untuk mengidentifikasi pola/aktivitas red flag.Mampu membuat prioritas dan dapat beradaptasi dengan cepat.Memiliki kemampuan komunikasi baik secara verbal maupun dalam bentuk tulisan.Diutamakan telah bersertifikasi CISA (Certified Information System Auditor) dan/atau Lead Auditor ISO 27001Show more """;;;;;;;
"14,1,""Data Analyst"",""Jakarta, Indonesia"",""Job DescriptionBusiness partners and analytics-driven specialist for identifying incremental business revenue and volume potential through quantitaive methodology by developing actionable insights, identification of business opportunitiesFormulating various business insights through the use of analytics-driven methodology and scoring method to identify business opportunities and improve business performancesComplete preparation of business insights framework from opportunities gathering, data sizing, business presentation and revenue/volume impact analysisPrepare strategic recommendations and solution to answer business problemsProactively collaborate with Product and Sales team to apply customer insightsGenerate smart leads to respective business units for cross-sell/up-sell activitiesDevelop propensity modeling for generating smart leads with higher probability to improve sales productivity and customer’s experienceQualifications & Work Experience:Bachelor's / Master Degree in Economics/Finance or Statistics/MathematicRelevant Work Experience: minimum 3 years of prior analytic working experience (banking or non banking analytics) /Business Consultant/Market Research is requiredTechnical SkillsExperience for handling and analyzing big amount of data for better information and insightsHave exposure or working experience with SQL or SASData visualization: Tableau, Qlik, or Power BIPreferred:Strong business domain knowledge in Consumer Banking or Corporate BankingPrior Exposure in HR / Operation/ Finance AnalyticsSolid critical thinking and analytical skills to work well with numbers and complex dataFunctional skillsProficiency English as business languageProficiency in Microsoft Office applications i.e. Excel and PowerPointGood communication skills i.e. presentation and influencing skills and strive for excellenceStrong ability to build partnerships across functional teams through collaborationIdentification of business questions and opportunitiesData storytelling and insight generationApplicants must be willing to work in Menara Sentraya , Blok MShow more """;;;;;;;
"15,1,""Accounting Staff"",""Jakarta, Indonesia"",""Kopi Kenangan attained the status of F&B Unicorn in SEA in 2022"; which is a feat for a company that started operating in late 2017.We are seeking a highly skilled Accounting Staff to join our team. You'll perform technical and administrative accounting work necessary in maintaining the accounting records and systems in accordance with general principles and standards.Working location: Jakarta, IndonesiaIdeal Candidate Profile:Basic Accounting Service:By inputting accounting data into the accounting system with speed and accuracy.By executing data entry, compiling and submit into the accounting system and maintaining financial information to superior for financial reports and/or financial service.By check and validating accounting transaction as procedure and guidelines.Maintain accounting records filing and documentation system:By executing accounting records filing system and documentation.By checking and following up filing system regularly to ensure accuracy and orderliness.By assisting senior in preparing the FS disclosure amount according to assigned accounts.Accounts reconciliation:By tracking and gathering transactional account and cost / expense per period.By executing reconciliation process as standard and procedure.Performs other related duties as required by the superior:By preparing ad hoc reports for superior or other users as requested with speed and accuracy.By supporting administrative duties for division project implementation.Job Role:Min Bachelor Degree in Accounting.FG or Min 1-2 years (Accounting field) - exp in big 10 / KAP / corporate.Has experience in finance audit would be an advantage.Financial Accounting Standard (PSAK, ISAK).Strong basic knowledge in accounting.Fixed Asset & Inventory Accounting.Reconciliation and AnalysisMore about Kenangan BrandsKenangan Brands owns multiple brands:Kopi Kenangan, a much-loved coffee chain store with close to 800 outlets across Indonesia.Kenangan Coffee which we launched in Malaysia in 2022, where we now have more than 10 coffee chain stores in Selangor;" and Kopi Kenangan Hanya Untukmu, our Ready-To-Drink FMCG subsidiary.Interested candidate please send updated resume to apac.jobs@kopikenangan.comWe will not be sponsoring visa. Applicants preferably are country national.Show more """;;;;;
"16,1,""Data Analyst, Business Intelligence"",""Jakarta, Indonesia"",""Job DescriptionAssist the various business units as a discussion partner to plan, strategise, and grow Shopee's business by enabling data-driven decision-makingServe as in-consultant who simplifies complex terminologies into more understandable insights to internal stakeholdersCollect, clean, and analyze large data sets to support business decisionsDevelop and deploy dashboards to monitor key metrics.Conduct ad-hoc analysis to support decision-making and special projectsRequirementsMaster's or Bachelor's degree in quantitative fields or a relevant field of studyExperience working with one or more language for querying (e.g. SQL)Familiarity working with BI tools (e.g Tableau, PowerBI, Looker) strongly preferredFamiliarity with advanced analytics languages like Python or R will be an advantageExperience working with multiple stakeholders across various divisionsAbility to converse in English and Bahasa Indonesia to communicate with internal stakeholdersExceptional interpersonal skillsSelf-starter with a can-do attitudeShow more """;;;;;;;
"17,1,""11"",""Lembang, West Java, Indonesia"",""Job ResponsibilitiesEnsure the progress of data input and data updates in the Inventory Management System (SAP) for each material transaction by SAP Data Entry.Assist the warehouse & material control superintendent in creating MRR reports.Follow up on OSDR so that it does not interfere with material needs in overall construction.Check and approve material release requests listed in MIS/MBS.Receive material return reports listed in the MRS.Report material balance list periodically to Engineering, Procurement, Construction.Prepare MBLJob RequirementsMin Diploma Degree, Engineering Major would be an advantage.Min 3 years experience in Material Control in EPC Setting.Have good communication/interpersonal skills.Professional experience in companies that handle project would be an advantage.Willing to be located in Bulungan, North Kalimantan site.Show more """;;;;;;;
"18,1,""Data Entry Clerk"",""Indonesia"",""PETRO1/ ENERGY1 Asia, the energy technical training and consultancy company, is looking for a sharp, ambitious, and enthusiastic star to be part of our Energy solution team. The team is focused on delivering 4 categories of Energy industry solution: Oil & Gas, Power Utilities, Electronics and Wastewater.Over the past year, we had provide over 100 technical training solutions to tackled a wide range of Human, Energy, Environmental, Critical Asset and engineering issues such as: # Renewable Energy (Solar, Wind, Hydropower) # GAS TURBINES # STEAM TURBINES # ELECTRIC MOTOR # POWER TRANSFORMER # COAL POWER PLANT # GEOTHERMAL # GENERATOR OPERATION & MAINTENANCE # HEAT RECOVERY STEAM GENERATOR # COMBINE CYCLE POWER PLANT # BOILERS # FURNACE. (All of our training solutions can be found at our website)We continue to expand these solutions to markets such as Thailand, Philippines, Vietnam, Laos, Cambodia, Singapore, Indonesia, China.The RolePetro 1 is a leading player in the Training and Consultancy sector, specializing in delivering high-quality technical solutions to businesses across the APAC region.(https://energy1asia.com/)Key ResponsibilitiesEnter and update data in our system accurately, gather information from different sources (Google)Verify and cross-check information by comparing it to source documentsResearch and develop a knowledge base of market research and a contact databaseIdentify and correct data entry errors using appropriate quality control methodsEfficiently manage and organize records and files while preparing relevant daily reportsProvide general data entry support across various teams on an ad-hoc basicBenefits For YouRemote work environment: Work from the comfort of your home or anywhere, no need to commute to the officeTraining Provided: We are committed to helping you succeed, offering training as you join usSkill Development: Enhance your data entry and computer skillsAccess To Resources: Utilize company tools and resources to excel in your roleFixed Shift: Monday – Friday (8:30 AM – 5:30 PM)The responsibilities for this role primarily involve data entry and market research only, with no additional ad hoc tasks, requiring eight hours of work per day.Feel free to apply now";" we welcome applicants with limited experience too.Equal Opportunity EmploymentWe promote equal opportunity globally and value diversity in our teams in terms of business background, area of expertise, gender and ethnicity.Ideal ProfileYour QualificationsProven experience as a Data Entry Operator or similar roleFast typing skills: Knowledge of the touch-typing system is strongly preferredBasic market research skills (LinkedIn) and good understanding of databasesFamiliarity with CRM + word processing tools and spreadsheets (MS Office Word, Excel etc.) is a mustAbility to work independently, with minimum supervision, and good analytical skillsCandidates who have experience in B2B Database Platform will be an added advantageWhat's on Offer?With this, we had successfully made an impact on Energy professional mainly the Top 50 Energy players in the Asia Pacific Region.""";;;;;;
"19,1,""Supply Chain Management Officer"",""East Jakarta, Jakarta, Indonesia"",""ResponsibilitiesAnalyze, forecasting, and manage the stock inventory level and productionEnsure distribution of product across each distribution centerCoordinate closely with other functions to maintain the freshness of product at each distribution centerRequirementsCandidate must own at least a Bachelor Degree in Industrial Engineering, Chemical Engineering, & Biotechnology with a minimum GPA of 3.20 (on a scale of 4.00)Fresh graduates are welcome to applyGood with DataExcellent analytical skill & communication skillShow more """;;;;;;;
"20,1,""Administrative Assistant (Outsource)"",""Jakarta, Indonesia"",""Indonesia Stock Exchange (IDX) is a Self-Regulatory Organization (SRO) that provides infrastructure to support the implementation of orderly, fair, and efficient securities trading and is easily accessible to all stakeholders. Our vision is to become a competitive Stock Exchange with world-class credibility. To achieve our vision and mission and to support the development of the Indonesia Capital Market, we invite the best people to fill the following position:Administrative Assistant (Outsource)This position is responsible for supporting the tasks included:Management of administrative systems, financial reports, and secretarial tasks.Storage of company data, including confidential information.Routine tasks involving the use of MS Office applications (Word, Excel, PowerPoint).Management of internal and external correspondence.Organization of events.Routine tasks requiring strong communication skills.Specific Criteria:Min. Diploma Degree in degree in Business Administration or Office Management (will be preferred)Freshgraduates or minimum 1-2-years’ experience, preferably in the capital market industry especially in portfolio managementGood administrative skills, detail-oriented, assertive, communicativeHave good presentation skills, public speaking and reporting skillsGeneral Requirements:1. Graduated from a reputable university with min. GPA 3.002. Have good communication skills (Indonesia & English), both verbally and in writing3. Computer literate (Microsoft Office)4. Having knowledge related to Capital Market will be an advantage5. Live with our core values Teamwork, Integrity, Professionalism and Service ExcellenceShow more """;;;;;;;
"21,1,""Junior Data Analyst"",""Jakarta, Jakarta, Indonesia"",""About the Position:As a part of the Data Analyst team, you will collaborate with our Stakeholders to solve the problems with providing data & analytics solutions. You will play an essential role in the success of creating a data culture in the company by ensuring our Stakeholders can produce data-based decisions. If you are detail oriented and love to work with millions of data, this role can give you the chance to fully develop not only in technical aspects, but business & product acumen as well.What Will You Do:Create new & manage automated report/dashboard based on requirement defined by Stakeholders to ensure Stakeholders consume correct and latest dataSupport and provide ad hoc data & analysis by pulling data from various sourcesUnderstanding business & product flow in the company as requested to make work easierEnsure correctness of data by collaborate with Data Engineer to maintain data quality aspectAware of beside high accuracy, speed delivery of task as important as wellStay up-to-date with data and analytics trendWhat You Need To Have:Have experience related with data (Data Analyst, Data Scientist, Business Intelligence, Business Analyst, Product Analyst, etc) at least 2 yearsCan create user friendly and insightful dashboard/report using one of various BI Tools (Eg : Tableau, Power BI, Google Data Studio, etc)Mastering SQL to collecting & manipulating dataCan take conclusion of task that he/she done and have sense to interpret itHave knowledge regarding end-to-end data analytics processComfortable working with million rows of dataGood intrapersonal skills to collaborate within/across functionSelf driven, high curiosity, problem solving mindset and very detail orientedPlus Point If You Have:Have experience using Google Big QueryHave experience to explore data from 3rd party platforms (eg : Web & Mobile Analytics Platform, Marketing Attribution Platform, API logging platform, etc)Have best practices to build Data MartShow more """;;;;;;;
"22,1,""Jr Data Scientist"",""Jakarta, Jakarta, Indonesia"",""ResponsibilitiesData Cleaning and Preprocessing: data cleaning and preprocessing tasks, preparing data for analysisImplementation of Models: implementing machine learning models may work on simpler models and have less experience in selecting and fine-tuning themCollaboration: work closely with senior team members, learning from them and contributing to projects under guidanceDocumentation: documenting their work, including data processing steps, model implementation, and resultsRequirementsEducation: a bachelor's or master's degree in a relevant field such as computer science, statistics, or a related quantitative disciplineProgramming skills: proficiency in programming languages like Python or RBasic statistics and mathematics: understanding of basic statistical concepts and mathematical foundations of machine learningTools and Frameworks: familiarity with common data science tools and frameworksCommunication Skills: ability to communicate findings effectively to both technical and non-technical stakeholdersBonus Point IfPrior working experience from banking sector, especially from area of debt collectionShow more """;;;;;;;
"23,1,""Payroll Officer"",""Jakarta Metropolitan Area"",""Company Overview:Bukalapak's mission is to provide a fair economy for all. We envision a tech-enabled economy where everyone from all walks of life has the options and opportunities to get more out of life, powered by our innovative online and offline platform. We do this because we believe people deserve equal opportunity to create better lives for themselves and their loved ones. Bukalapak is one of the largest e-commerce companies in Southeast Asia. Founded in 2010, it now has more than 100 million users with various physical and virtual products, including small kiosks and the e-commerce platform.What does the day-to-day look like?Payroll processingPayroll administrationPayroll reconciliationRegistration and deactivation of BPJS health and BPJS Ketenagakerjaan participationFulfillment of data at the auditor's requestWhat does amazing look like?Bachelor’s degree (from reputable university) or minimum 1 year experience in payrollHave a good knowledge in Employment and Tax RegulationsHave a basic understanding of accounting and journalingMaster Excel and its formulas or have experience using the Oracle systemHave problem solving skill and attention to detailsBukalapak is an equal opportunity employer. Our hiring committee considers all applicants based on their merits and qualifications for each position. Bukalapak does not discriminate applicants on the basis of their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or any other characteristics protected by applicable law. We embrace diversity and encourage inclusion because we believe that to help create A Fair Economy For All, we need to build a workplace for all #BukalapakForAllShow more """;;;;;;;
"24,1,""Data Entry - AlloFresh"",""Jakarta Metropolitan Area"",""AlloFresh is a joint venture company between Bukalapak, Trans Retail Indonesia, and Growtheum Capital Partners. Established in early 2022, we offer more than 150,000 SKUs that can be delivered in three hours to your doorstep.We’re currently looking for a Data Entry for a 3-weeks project-based role. This role will be fully remote.Job responsibilities:- Checking and verifying data- Ensure the accuracy and consistency of data in the system.- Identify and correct any discrepancies found during the verification process.Requirements:- Proficient in Microsoft Excel.- Detail-oriented and meticulous.- Able to join asap- Based in JabodetabekNote: Only shortlisted candidates will be contacted.Show more """;;;;;;;
